时间,标题,内容,记者
2019年3月27日,"
美参议员提议案促美台双边多边军演 台湾学者称需谨慎
",参议员外交关系委员会中的民主党资深参议员梅嫩德斯和共和党的卡顿和克鲁兹等参议员共同提出了“2019年台湾保障法案”，授权特朗普政府审视国务院有关台湾关系的指针，并要求国防部争取在军事训练和演习中包括台湾... 但是做两军的军演，势必会触及到两岸最根本的红线... 我是说迹象，因为基于美中关系目前属于一个比较紧张的低潮，有一些参议员想使用这个机会，把美中台这三个关系串在一起... , 肖华
2019年3月27日,"
美媒：美太平洋驻军忧台海成主要潜在热点
",中国以军事恫吓及经济胁迫霸凌周边弱小邻国的做法已经引起美国在太平洋驻军的警戒... 美国《外交政策》网站星期二（3月25日）一篇文章说，虽然中国的手法到目前为止并未达到武装冲突的程度，不过美国在夏威夷和华盛顿的防务官员都认为，如果美国不在地区保持警戒，北京将会使用武力来推进它的利益，“台湾尤其是一个主要的潜在热点... 这篇发自夏威夷珍珠港-希卡姆联合基地的文章提到，引起... , 锺辰芳
2019年3月26日,"
时事大家谈：台湾如何“永久中立”？专访台湾前副总统吕秀莲、前防长蔡明宪
",今年初，中国国家主席习近平首次提出探索“一国两制台湾方案”，强调“两岸统一的必然性和急迫性”，尽管台湾总统蔡英文立即回应绝不接受一国两制，但北京的急迫促统在台湾引发不同反应和不少... 向中央选委会正式提交的公投提案里我说明了台湾和平中立的战略价值，其中对于中国的部分是，成为和平中立国的台湾能与中华人民共和国和平共存，而且我们很愿意建立远亲和近邻的关系... , 郑裕文
2019年3月26日,"
五角大楼：与欧洲盟国军方讨论禁用华为5G正取得进展
",包括国务卿蓬佩奥在内的美国政府高级官员们多次公开表示，美国一直在劝说世界各地区的盟国不要使用华为产品，称允许与北京关系紧密的华为公司参与5G移动网络建设会带来重大的安全隐患... 澳大利亚、新西兰和日本等亚太盟国已经决定不让华为公司参与5G网络建设，但迄今为止，美国在欧洲关系紧密的盟国当中没有一个国家下达了相关禁令... 她表示，大西洋两岸军方与军方层面的有关讨论正进展良好... , 黎堡
2019年3月26日,"
高雄市长韩国瑜港澳大陆行等于认同一国两制？
",巫和怡认为，执政的民进党与中国大陆没有互信，两岸关系极为冷淡，因此他认为，韩国瑜跟大陆官员愉快对谈对两岸关系有正面意义... 当年陈菊见张志军时也说聊得很愉快，但是陈菊无法扳回整个局面，因为蔡英文的两岸政策基本上是偏向美国，仇恨中国大陆... 韩国瑜在会面时则表示，“九二共识”是两岸关系的定海神针，希望持续加强与大陆城市间的交流互动，在经贸等领域开展务实合作... , 赵婉成
2019年3月25日,"
VOA连线(叶兵)：高雄市长登陆 美海警船巡台海
",美中贸易谈判进入最后关键阶段之际，美国海岸警卫队舰船和美国军舰在台湾海峡航行。台湾国民党籍的高雄市长首次到访中国大陆。美国贸易代表莱特希泽和财政部长姆努钦即将到北京就美中贸易之争举行新一轮磋商。在此重要时刻，美国军舰又出现在台湾海峡航行，中方如何反应？台海两岸关系方面有什么最新发展？, 叶兵
2019年3月25日,"
台湾高雄市长韩国瑜“回去考虑”是否应召参选总统
","台湾高雄市长韩国瑜中国行继续受到中共高官接待，其中可能包括中国最高台湾事务官员... 另有消息说，韩国瑜还将考虑是否应召参选台湾下届总统... 高雄市长韩国瑜“回去考虑”是否应召参选总统
台湾高雄市长韩国瑜一行结束对香港和澳门访问后，目前正在中国大陆境内的深圳访问... 深圳政府给予他高规格接待，加强中国式保安，防止意外... 报道说，就连随行报道的台湾媒体也被要求退房... ", 申华
2019年3月25日,"
美军舰再穿越台湾海峡 美海警船加入出人意外
",美国军舰再次穿越台湾海峡，继续以远超往年的频率在这一敏感海域航行... 美国海军第七舰队在一份声明中说，在当地时间星期天至星期一（2019年3月24日至25日），海军“科蒂斯·威尔伯”(USS Curtis Wilbur)号导弹驱逐舰和“巴索夫”号海警船(USCGC Bertholf)“例行”通过了台湾海峡，以“展示美国致力于一个自由与开放的印太地区... , 黎堡
2019年3月24日,"
韩国瑜登陆，他会不会成为蓝营共主
",蓝营中为九合一选举立下汗马功劳的高雄市长韩国瑜开始其大陆之旅... 韩国瑜是九合一选举中国民党阵营脱颖而出的一匹黑马，他能够在绿营票仓和民进党大本营的高雄胜选，有人说这足以证明台湾政治生态以及两岸关系天平的变化... 宋承恩：赖清德也说韩国瑜是政治奇才，当然他有政治魅力，但是他未必能够代表现在两岸关系天平的变化或者台湾深层政治生态的变化，毕竟他是“韩流”，“流”是会过去的... , 许波
2019年3月24日,"
海峡论谈：韩国瑜登陆，他会不会成为蓝营共主
",蓝营中为九合一选举立下汗马功劳的高雄市长韩国瑜开始其大陆之旅，他目前在国民党总统候选人初选中呼声最高，但他本人还没有出面确认参加竞选。韩国瑜的大陆行对两岸关系有何影响？他是不是在视大陆行的结果而决定是否参选？人气高涨的韩国瑜有没有可能成为蓝营共主？, 许波
2019年3月24日,"
赖清德逼宫，蔡英文竞选连任将趋向深绿？
",台湾前行政院长赖清德宣布参加民进党总统候选人初选打乱了党内竞选连任优先的... 蔡英文在两岸的立场是维持现状的原则，在这个点上是跟民进党的主流态势是一个样子的，台湾已经是一个主权独立的国家，只是它现在的名字叫中华民国，所以它不需要在宣布独立，赖清德脸书上面的三... 但是冰冻三尺非一日之寒，在1个月的短短时间里，很难马上处理好国内内政经济的问题，最有效的问题就是两岸路线... , 许波
2019年3月24日,"
海峡论谈：韩国瑜登陆，他会不会成为蓝营共主？
",蓝营中为九合一选举立下汗马功劳的高雄市长韩国瑜开始其大陆之旅，他目前在国民党总统候选人初选中呼声最高，但他本人还没有出面确认参加竞选。韩国瑜的大陆行对两岸关系有何影响？他是不是在视大陆行的结果而决定是否参选？人气高涨的韩国瑜有没有可能成为蓝营共主？, 许波
2019年3月24日,"
海峡论谈：赖清德逼宫，蔡英文竞选连任将趋向深绿？
",台湾前行政院长赖清德宣布参加民进党总统候选人初选打乱了党内竞选连任优先的惯例，迫使蔡英文在出访前匆匆宣布正式参选。获得深绿阵营支持的赖清德自称“台独工作者”，对争取当全民总统的蔡英文构成严重挑战。九合一选举失利后代表深绿势力的赖清德有多大机会上位？面临独派和中共两面夹击的蔡英文会不会为巩固基本盘而倾向深绿？民进党总统候选人之争最终还有没有可能形成理想的蔡赖配？, 许波
2019年3月24日,"
台湾高雄市长韩国瑜：拜会港澳中联办不是“卖台”
",台湾高雄市长韩国瑜香港澳门经贸之旅期间，分别拜访两地中联办主任引发争议... 两岸政策里头，北京期望能够对不接受‘九二共识’，不明显接受一个中国立场的蔡英文政府施加压力... 在一个经济低迷的情况底下，韩国瑜两岸政策的立场，具有一定的吸引力，得到北京政府的重视... 最新报道说，澳门中联办主任傅自应表示，澳门在两岸关系中具有特殊地位和作用，可以为高雄与大陆交流合作发挥桥梁作用... , 申华
2019年3月23日,"
美官员：满足台湾防卫需求“理所当然”
",正当中国忙于就蔡英文过境、对台军售等议题向美国提出抗议之际，一名美国国务院官员说，美国的政策视满足台湾防卫需求为“理所当然”之事，中国正在忙于改变台海现状，而这个现状却是美国40年来，为台海地区创造和平、繁荣与... 墨菲说，美国持续承认并实施建立在历史及历史文件上的一中政策，“包括3个公报及我们自己的《台湾关系法》”，这个框架40年来满足了美国、台湾和中国的需要... , 锺辰芳
2019年3月22日,"
台最新民调：超过六成认为签署两岸和平协议有助缓和紧张情势
","务实面对
文化大学大陆研究所教授庞建国表示，高雄市长韩国瑜在去年九合一地方选举兴起所谓的“韩流”，让大家开始务实地面对两岸关系... 台湾陆委会公布的最新民调显示，83.3%的民众赞成如果要进行两岸政治协商和签署协议，政府应该要有更完善的立法及监督机制，65.4%认为两岸政治谈判的结果有必要办公民投票得到民众同意，还有近6成认为有必要经过立法院审议通过... ", 张永泰
2019年3月22日,"
美议员推议案：美“一中政策”决非北京“一中原则”
","Taiwan
他说：“习近平主席、习近平总书记告台湾同胞书的讲话实际上是从大陆单方面的角度，把两岸关系走入一个新的概念，把过去是和平发展为主轴的两岸关系一下就迈入一个以和平统一为主轴的两岸关系... 台湾政治大学的朱新民教授也认为，两岸关系要受中国和美国之间的战略架构左右，而在特朗普总统执政以来，美国与它视为战略对手的中国展开全面竞争，台湾是一个筹码... ", 肖华
2019年3月22日,"
欧洲对华态度转硬 习近平访意签约难有转机
",在此之前，有关习近平访问期间意大利和中国签署一个支持“一带一路”计划的谅解备忘录的消息，已经在大西洋两岸引发不安和批评... 缺乏互惠的贸易关系导致欧盟重新考虑其中国策略... 新浪财经转发的一篇报道引述中国智库现代国际关系研究院欧洲研究所研究员王朔的话说：“这不仅让中意彼此受益，对欧洲而言，也树立了中国和西方国家合作的典范... , 萧洵
2019年3月22日,"
报告称台湾在南太平洋活动助美抗衡中国扩张
",所罗门群岛4月3日将举行选举，该国与台湾的外交关系被一些候选人和执政的民主同盟党作为选举议题，《路透社》星期四援引参选人前总理戈登·达西·利洛(Gordon Darcy Lilo)说，当所罗门群岛与台湾的关系无法进一步增长时，迟早“我们将有自由审视彼此的关系并探索其他渠道... , 锺辰芳
2019年3月21日,"
媒体报台湾与所罗门群岛关系可能生变，台外交部称目前邦交状况平稳
","台湾与所罗门群岛的外交关系成为2019年3月21号立法院外交及国防委员会质询的焦点(台湾立委质询的图卡)
​​路透社还指出，台湾总统蔡英文执政以来，中国已经挖走台湾5个邦交国，目前与台湾有外交关系的国家只剩下17个... 江启臣委员还说，所罗门群岛这样明白的警示，等于是把台湾当成援助的凯子，如果外交关系变成这样，对台湾是很大的伤害... ", 张永泰
2019年3月21日,"
中国不满台湾总统蔡英文过境夏威夷
",中国外交部3月21日就台湾总统蔡英文外访过境美国夏威夷转机表示不满，称已经向美方提出交涉... 外交部发言人耿爽在例行记者会上回应称，中国一贯反对美国和其他与中国建交的国家安排台湾领导人过境，敦促美国恪守“一个中国”原则和中美三个联合公报，不允许蔡英文过境，不向台独势力发出任何错误的信号... 此行是蔡英文2016年5月20日就任总统后第6次出访，也是第二次访问南太平洋... , 海彦
2019年3月21日,"
台北市长柯文哲访华盛顿 两岸政策立场引关注
",柯文哲表示，目前台海两岸关系缺乏互信，他提出两岸一家亲的说法就是要对中国表达善意，这也是台北-上海双城论坛之所以能继续举行的原因，双城论坛也是现在两岸唯一属于官方性质的交流互动... 至于柯文哲关于两岸关系的说法，洛曼说，他没有看到有什么会遭到反对之处，两岸关系是非常复杂的议题，柯文哲“试图平衡那些议题”，他想要做的“似乎不会导致台湾在哪一方面变得脆弱... , 锺辰芳
2019年3月21日,"
VOA 连线（钟辰芳）：台北市长柯文哲在华盛顿称 台湾对外战略应 亲美日、友中
",近来台湾地方行政首长相继访美，继民进党的桃园市长郑文灿、基隆市长林右昌之后，台北市长柯文哲这个星期也到华盛顿访问，他们都在美国在台协会安排下和特朗普政府官员会面，也和美国智库学者会谈。我们连线了美国之音记者钟辰芳。, 锺辰芳
2019年3月20日,"
中国对台经济刺激措施推出第一年收效甚微
",中国政府在一年多前宣布了31项激励措施，鼓励台湾人到中国大陆工作、学习和投资... 台湾人在中国的薪水可能高于在台湾的薪酬，而在消费者的人数方面，台湾也比不上中国... 台湾政府当时担心，中国大陆试图吸引台湾人，达到推动政治统一的目标，而这正是台北方面反对的... 不过，有专家和官员表示，过去一年来，由于台湾民众的焦虑情绪，这些激励措施收效甚微... 经济学家指出，中国的成本正在上升... , 詹宁斯
2019年3月19日,"
卜睿哲：华盛顿或对赖清德参选民进党总统初选不会多表态
","民进党籍前台湾行政院长赖清德星期一登记参选民进党总统初选，成为民进党党内第一个公开挑战有意连任的蔡英文总统的人，这个动作不仅引起台湾政坛震撼，北京、华盛顿如何看待自称为“台独政治工作者”赖清德的参选也令人注意... 前美国在台协会主席卜睿哲 (美国之音钟辰芳拍摄)
​​前美国在台协会主席卜睿哲(Richard Bush)对美国之音表示，由于台湾深绿人士对... ", 锺辰芳
2019年3月18日,"
赖清德宣布参选2020总统大选 民调支持率超蔡英文
",台湾前行政院长赖清德宣布参与民进党2020总统大选初选，将与现任总统蔡英文竞争党内候选人... 恰逢台湾智库发布最新民调结果，根据这份调查，赖清德目前支持率远超蔡英文，而与其他政党... 这与她在主权问题和对中国的态度上更加强硬有很大关系... 成功大学政治学系蒙志成副教授认为，接下来蔡英文也将以“国安与两岸”议题为其选战的主轴，而赖清德的策略则会在统独问题上采取更为强硬的态度... , 海伦
2019年3月18日,"
台北市长柯文哲：我的优点是政治包袱少
","被外界期待可能以独立参选人竞选台湾总统的台北市长柯文哲，星期天对美国之音说，作为一个无党派独立政治人物，他的优点是意识形态和政治包袱少，而且比较清廉... 星期天上午在回答美国之音记者有关如果作为独立参选人竞选台湾总统，他在两岸关系、统独等重要议题上跟其他参选人相比优势是什么的问题时，台北市长柯文哲表示：
“我发现作为一个... 还有一点，在选举的过程中也没有去... ", 方冰
2019年3月18日,"
蔡英文反击一国两制，民主价值守护台湾
",打民主牌能否抵御中共的统一... 第三个是是否要推动两岸关系，有人认为不需要，有人认为不可或缺必须推动两岸关系；第四个是如何推动两岸关系... 最后就是看两岸关系对哪一方比较需要，需要的那一方就会坚持下来... 统独牌是民进党处理两岸关系的不二法宝，但这次九合一选举的结果足以证明，台湾人民除了要求坚守自由民主价值之外，还有发展经济和两岸关系的迫切诉求，这就给了对岸提出统合的机会... , 许波
2019年3月18日,"
见证美中台惊涛骇浪 宋楚瑜：没当上船长但不希望船沉掉
",四十年前，宋楚瑜作为蒋经国总统的秘书，近距离见证了美中台关系的惊涛骇浪，曾三次竞选总统的他，也对台湾的民主有着深刻的领略，并对目前的美中台关系提出了他的见解... 我有一点点特殊的一种... 经国先生说，美国跟我们中华民国有这么长久的共同关系，美国在几个小时之前，事先并没有跟我们透露，也没有跟我们做任何的磋商，就独自单方面做这样的一个宣布，这对我们中华民国不仅不友好，是... , 樊冬宁
2019年3月17日,"
海峡论谈：蔡英文反击一国两制，民主价值守护台湾？
",台湾总统蔡英文最近召开国安会议，针对习近平的“一国两制台湾方案”，提出七项指导纲领，反制和平统一，希望以此打造“坚实团结的台湾”，以及“永久和平的两岸”。除国防、经济和外交措施外，蔡英文强调民主为两岸关键词和两岸互动的基础。打民主牌能否抵御中共的统一进程？制度对抗会凝聚起台湾两岸关系的共识吗？, 许波
2019年3月17日,"
海峡论谈 完整版（2019年3月17日）
",VOA卫视2019年3月17日 北京时间晚9-10点【#海峡论谈】话题一：蔡英文反击一国两制，民主价值守护台湾？ 第二部分: 《海峡论谈》专访亲民党主席宋楚瑜 主持人: 美国之音许波/台湾中广叶柏毅 嘉宾：两岸关系研究专家吴汉; 台湾师范大学大陆研究中心主任范世平, 许波
2019年3月17日,"
《海峡论谈》专访亲民党主席宋楚瑜
",四十年前，宋楚瑜作为蒋经国总统的秘书，近距离见证了美中台关系的惊涛骇浪，曾三次竞选总统的他，也对台湾的民主有着深刻的领略，并对目前的美中台关系提出了他的见解。, 樊冬宁
2019年3月16日,"
美参议员加德纳：将再推“台北法”阻北京夺台邦交国
","美国国务院东亚事务局台湾协调处处长何乐进2019年3月14日在美台关系研讨会上发表讲话（美国之音钟辰芳拍摄）
​​何乐进说，世界卫生组织(WHO)去年又一次做出不邀请台湾... 令人深感不安”，中国这个做法与其他“意图将台湾排除在国际组织外”的作为，不仅“妨碍国际社会从台湾的专业领域中获益、伤害台海两岸关系，也和中国不断宣称要赢得台湾人民支持的目标背道而驰... ", 锺辰芳
2019年3月16日,"
军费增加显示出军备仍然是中国决策者的战略重点
",中国2019年的军费预算超过其GDP的增长速度，这显示出军事... 香港军事评论员马鼎盛说，中国军费增速放慢，虽然跟整体经济增长放缓有连带关系，但关键是中国过去十多年来军费快速增加，军事现代化布局相对到位有直接关系... 美国军舰穿越台湾海峡，一方面被认为这是美国在国际海域进行自由航行行动的一部分，另一方面也被认为是向中国展示美国维护两岸稳定与和平，力挺盟友台湾的意愿... , 杨明
2019年3月15日,"
焦点对话：两会刚开完，习近平外交挑战多？
",就在两会召开的同时... 两会对中国的外交策略方面，夏明说李克强在中外记者会上的发言显示出中国官僚机构想寻求出睦邻友好的政策，强调与俄罗斯的合作、与日本韩国的邻国关系，与美国也要缓和关系... 高新说蔡英文是看透了习近平上台以来在对台政策上的咄咄逼人，蔡英文看明白了中共的虚张声势，在内外交困、树敌众多、经济下行的情况下，在台湾维持现状的情况下，把两岸情势推向武统的一边... , 宁馨
2019年3月15日,"
美国官员：对中国排挤台湾参与世界组织“深感不安“
",美国国务院台湾事务协调处处长何乐进（James Heller）星期四（3月14日）在华盛顿的一次研讨会上表示，中国排除台湾参与世界卫生大会的做法有害两岸关系... 他重申美国坚定支持台湾参与世界组织... 世界卫生大会将于5月20日... 他说：“这是中国再一次试图把台湾排除在世界组织之外，阻止国际社会从台湾的专业中受惠，伤害两岸关系，并且与北京自称赢得台湾人民支持的目标背道而驰... , 赵婉成
2019年3月14日,"
台籍中国政协委员凌友诗高调支持统一 台湾或将注销其户籍
",台湾负责两岸事务的大陆委员会副主委邱垂正3月14日星期四表示，正在调查台籍中国全国政协委员凌友诗是否已在中国入籍，或持有中国大陆护照，一旦掌握确切事证，将注销她的台湾户籍... 自称台湾出生的凌友诗用中国朗读比赛的语调歌颂两岸统一，盛赞中国提出的一国两制... 他强调，凌友诗发表“文革式的样板宣传”，绝不会获得台湾人民的认同与支持，反而会让两岸心理距离越拉越远... , 美国之音
2019年3月14日,"
台外长：习五点之后，中国加强外交打压，台湾持续保卫民主
","担心邦交生变
针对台湾目前与邦交国的关系，吴钊燮部长坦言，中国正在努力与台湾的一些邦交国发展关系，台湾政府很担心这个状况，也希望17个邦交国的数字不会再往下降... 吴钊燮说，台湾一直在稳固与邦交国的关系，事实上，台湾的盟友，像是美国、日本、澳大利亚等国也都了解到，台湾与邦交国的关系同时也是战略议题，也就是在中国的威胁之下，要如何维持民主与自由的议题... ", 张永泰
2019年3月14日,"
基隆市长林右昌吁美勿让台湾成为印太自由民主破口
",正在美国访问的台湾基隆市长... 他强调，现在两岸关系“没有台湾问题，只有中国问题”，台湾需要有更大的支持力量才能与中国和平对话... 林右昌说，他希望美国“从印太安全的战略高度”重新思考美台经济关系，与台湾洽谈美台经济贸易协定，因为现在正是最佳时刻，建立美台强大的经济贸易协定关系，“比派遣军舰巡航台湾海峡或南海，自由航行，或是军售台湾以保障台湾安全”，这都是更有效推展... , 锺辰芳
2019年3月14日,"
专访林右昌：台湾是美国印太战略上关键而脆弱的节点
",他说，今年是台湾关系法生效40周年，美国近期一系列友台举措，包括支持台湾重返世界卫生组织(WHO)、美国国会通过台湾旅行法(Taiwan Travel Act)、以及亚洲再保证倡议法(ARIA)等，体现了美台关系的重要性正在迅速提升... 林右昌说，在两岸关系上台湾有几个底线... 林右昌也对北京正利用台海两岸紧密的经贸联系对台湾的民主政治施加影响力发出警告... , 林枫
2019年3月13日,"
台湾提方案反制“一国两制” 北京称是“螳臂当车”
",中国国台办发言人安峰山星期二（3月12日）表示，蔡... 安峰山说，蔡英文和民进党当局抗拒两岸和平统一大势，谋求“台独”分裂，其煽动两岸敌意，升高两岸对抗，是在拿台湾民众的利益福祉做赌注... 台湾因应和反制“一国两制台湾方案”的指导纲领包括：两岸交流坚持对等尊严原则，反制中国假借交流进行统战渗透；善用国际友台新形势，反制中国消灭中华民国主权行径；稳定增加国防预算，全面... , 杨明
2019年3月13日,"
专家座谈:台海若冲突倘日本不参与美军事行动美日同盟将告终结
",陆伯彬表示，美国与日本建立同盟关系目的就是要日本能协助美国打仗，这是美国在同盟关系中的战略利益，如果日本不参与战事，那么不仅这个战略利益已经完结，美国的政治利益也将告终，因为“美国... 至于日本协助美国参与台海战事有何好处，陆伯彬认为，除了可以维持同盟关系、使中国崛起显著倒退、确保日本滨海战争的安全利益外，战争对中国空军、海军能力的严重耗损也相对等于日本军力的提升... , 锺辰芳
2019年3月12日,"
台湾总统下周出访太平洋岛国并过境美国 此举或激怒北京
",台湾总统蔡英文本月21日将访问三个太平洋岛国：帕劳、瑙鲁和马绍尔群岛，并可能在美国过境，此举可能会激怒北京... 与此同时，中国在寻求进一步打压台湾的外交空间，挖走台湾的邦交国... 台湾外交部政务次长徐斯俭12日表示，蔡英文总统将出访太平洋岛国8天，与太平洋盟友“深化友好关系... 他说，蔡英文总统将在马绍尔群岛举办的首届“太平洋妇女领袖联盟会议”上发表演说... 对于蔡英文此次出访... , 美国之音
2019年3月12日,"
美国宗教大使会见李明哲妻子并呼吁中国政府放人
",美国宗教大使布朗巴克会见被中国关押的台湾人权工作者李明哲的妻子李净瑜，并呼吁中国政府尽速释放李明哲... 他说：“这是一个美国政府内一些人高度关注的人权事件，他(李明哲)在台湾的网络上活动，却在中国被拘捕，我们相信人们有权自由选择任何地方从事活动... 布朗巴克大使还说，这起事件应该受到全世界的关注，希望中国政府能释放李明哲，虽然没有根据说这“希望”是什么，只是希望中国... , 张永泰
2019年3月11日,"
台湾高雄市长韩国瑜确认不会参选2020总统大选
",在台湾国民党中人气最旺、民调最高的高雄市长韩国瑜，在星期一播出的媒体专访中确认，他不会考虑参选2020年总统大选，也不会在今年4月领表登记党内初选，会做满4年市长任期... 据台湾媒体报道，韩国瑜在访问中表示，对他很重要的是，在任期做完那一天，高雄市民如何评价他... 高雄市府已依据两岸人民关系条例的规定向移民署提出申请，供移民署和主管两岸事务的陆委会联席审查出访行程... , 海彦
2019年3月11日,"
VOA专访民进党主席卓荣泰: 讨论制宪不等于台独
","他说，台湾民间团体讨论制宪的过程并不等于台独，他并感谢习近平主席用“一国两制”戳破国民党“九二共识”的假象，同时强调美台关系不是“大哥小弟”，两岸关系也应平起平坐... 以下是专访卓荣泰的精华摘要... 讨论制宪不等于台独
至于中国国台办严厉批评卓荣泰日前参加“台湾制宪基金会”的活动就是支持台独，跟前行政院长赖清德一样是两岸关系的 “ 麻烦制造者... ", 樊冬宁
2019年3月11日,"
中国两会热议“习五点”，台湾如何面对大陆统一进程？
","今年的中国两会，习近平倡导... 继政协主席汪洋在政协报告中不再提“九二共识”，强调坚决反台独之后，李克强总理在政府工作报告中再次提出和平统一、反台独及深化两岸融合... 王昆义：两岸政治要分开 经济可融合
王昆义教授说，大陆政治上对台湾没有吸引，但是经济上吸引台湾人去大陆求职甚至念书的人越来越多... 其实最大的问题还是其内部的关系，所以我觉得台湾是一个假议题... ", 樊冬宁
2019年3月10日,"
《海峡论谈》专访民进党主席卓荣泰
",台湾民进党主席卓荣泰曾表示，民进党面对台独运动不会缺席，国台办指他是台海和平稳定的“麻烦制造者”，但他强调，台湾追求安全的同时，也要追求尊严；台湾不会贸动，但不要怀疑台湾捍卫主权的决心！, 许波
2019年3月10日,"
海峡论谈：两会热议“习五点”，台湾如何面对大陆统一进程？
",今年中国两会，习近平倡导“和平统一”的所谓“习五点”成为政府官员和两会代表的一个热议话题。继政协主席汪洋在政协报告中不再提“九二共识”，强调坚决反台独之后，李克强总理在政府工作报告中再提和平统一、反台独及深化两岸融合发展。, 许波
2019年3月8日,"
美议员：支持自由独立的台湾
",星期三，在台湾驻美代表处为启动这些活动的... 《台湾关系法》是美国国会在1979年为规范美中关系正常化之后的美台“非官方”关系而制定的一部法律，也是40年来美国历届政府推展美台关系的重要依据，由于美国国会是《台湾关系法》的重要推手，议员们在会上发表讲话时都重申美国国会不分党派，对自由、民主、独立台湾的坚定支持，同时也强调将与台湾继续合作，推动彼此紧密的伙伴关系... , 锺辰芳
2019年3月7日,"
港媒热议韩国瑜访港是否会晤中联办主任王志民
",台湾国民党政治明星、高雄市长韩国瑜定于3月22至28日访问港澳深厦四个城市... 尽管韩国瑜强调此行主要目的是“拼经济”，不过港媒近日热议韩国瑜在香港除会晤特首林郑月娥外，是否将会晤北京驻港最高官员中联办主任王志民... 近年被马云收购的香港英文的南华早报星期四报导，港府... 报道还表示，香港在两岸关系上一直有特殊角色， 北京将台湾的统一定位在“两制”上面，香港可能会起示范作用... , 海彦
2019年3月7日,"
在台藏人呼吁台湾谨慎面对与中国的任何谈判，不要重蹈西藏覆辙
","台湾公民团体及藏人社团将于3月10号在台北举行西藏抗暴60周年的游行活动，在台藏人呼吁台湾谨慎面对与中国的任何谈判，不要重蹈西藏的覆辙... 在台藏人呼吁台湾谨慎面对与中国的任何谈判，不要重蹈西藏覆辙
西藏台湾人权连线理事长扎西慈仁表示... 台湾在野党国民党主席吴敦义日前表示，如果未来国民党重新执政，将依照两岸人民关系条例与中国大陆洽签两岸和平协议... ", 张永泰
2019年3月6日,"
台湾拟禁用中国制造的广播和电信设备
",台湾主管通讯传播网络资讯安全的机构表示，鉴于国家安全的考量，将电信与广播设备纳入国家安全考虑范围... 此举被认为是台湾将出台相关法规，禁止使用中国生产的广播和电信设备... 国家通讯传播委员会（NCC）发言人翁伯宗3月6日在记者会上表示，NCC增订卫星通信业务管理规则等10项法规，是配合有关机关对国家安全考量所做的规定，在原有的基础上，针对关键基础设施做统一管理... , 杨明
2019年3月6日,"
中国召开两会持续强调“习五条”，台湾陆委会表示不相信、不接受
",中国愿意与台湾各政党、各界代表人士展开民主协商，广泛深入探讨两岸关系和民族未来... 李俊俋委员还说，民进党... 台湾行政院长苏贞昌本周二在立法院接受质询指出，台湾从不招惹北京，但是习近平今年1月2号发表九二共识就是一国两制，要为统一进程努力等言论，就是在破坏两岸的现状... 陈怡洁委员还指出，不同意苏贞昌院长说台湾要做好战争的准备，因为这种挑衅的说法，根本无助于稳定双方的关系... , 张永泰
2019年3月6日,"
桃园市长郑文灿访华盛顿 吁北京勿为两岸城市交流设置路障
",与上海的双城论坛，它是要求柯文哲市长做了政治上的表态，就是要接受九二共识，而且要公开的以两岸一家亲做通关密语，所以它是有政治上的开价，我认为两岸城市... 除了哈德逊研究所的演讲，郑文灿在华盛顿行程中也和前美国在台协会主席、布鲁金斯学会资深研究员卜睿哲及战略及国际研究中心资深研究员葛来仪会面，就台海两岸关系与台湾政治情势交换意见... , 锺辰芳
2019年3月6日,"
中国谋划一系列新动作统一台湾
",主任委员丘垂正对美国之音说，在中国的全国人民代表大会举行过10天的年会之后，中国政府将邀请台湾一些人参加会议讨论中国国家主席习近平今年1月2日发出的和平统一与两岸谈判共同发展的呼吁... 我们会觉得在两会... 否则，他们就不能算是回应习近平提出的海峡两岸各行各业民主协商的呼吁... 新华社援引国台办一位发言人的话说，这些协商将“符合两岸关系和平发展与两岸同胞的意愿，符合时代潮流... , 詹宁斯
2019年3月5日,"
威胁把记者列入黑名单 俄媒指责中国干涉新闻自由
",列入黑名单”，副标题是“独立报成为中国大使馆工作人员施压对象”的文章说，虽然许多人都认为两国关系处在黄金时代，但现实却是，并不是所有的中国官员都遵守俄罗斯法律，把俄罗斯人当成平等的... 但文章也强调，考虑到台海两岸关系，台湾媒体的观点和判断都有待商榷... “独立报”星期二的文章说，中国外交官的信责骂报社记者，但与政客们赞美俄中关系相比，这封信更反映了俄中两国的真实关系... , 白桦
2019年3月5日,"
以色列卫星图片发现四架轰六在广东兴宁机场
",以色列情报分析公司“图像卫星国际”(ISI)3月1日在其社交媒体上传的图像显示，在中国广东兴宁机场发现四架轰六轰炸机... 兴宁机场距离台湾仅450公里... 自从主张独立的台湾民进党政府2016年上台以来，中国对不接受“九二共识”的蔡英文政府采取了更加咄咄逼人的军事威吓，过去一段时间以来，中国的军机军舰在台湾周围进行训练飞行和航行... ISI说，这是过去几年来中国首次在距离... , 杨明
2019年3月5日,"
日方不考虑与台“安保对话” 台外交部表示会持续努力
",有学者认为，日本的反应是台湾政府意料之中的，并不会影响到台日实质上良好的关系... 他说的“问题”指的是两岸局势和印太地区目前的状况发生改变... 他说：“从去年下半年到今年，日中关系有所缓和，今年对于安倍首相来讲，国内的宪政改革还有日中关系方面都是蛮重要的一年... 张登及教授也指出，一直以来台湾与日本的关系实质上是不错的，并不会因为日本这一次的回应而转坏或是受到严重影响... , 海伦
